textbox22,Textbox9
generated on 13/04/2021 00:54:33 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Argentina,Region of the Americas of WHO,Temperate South America,2018,39,2018-09-24,2018-09-30,,2116,0,85,8,,35,128,30,10,33,73,201,1915,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,40,2018-10-01,2018-10-07,,1628,,39,5,,22,66,18,3,29,50,116,1512,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,41,2018-10-08,2018-10-14,,1561,,25,2,,28,55,7,0,41,48,103,1458,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,42,2018-10-15,2018-10-21,,1350,,16,3,,10,29,5,2,19,26,55,1295,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,43,2018-10-22,2018-10-28,,1305,,8,2,,15,25,4,1,21,26,51,1254,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,44,2018-10-29,2018-11-04,,1145,,7,1,,7,15,4,1,16,21,36,1109,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,45,2018-11-05,2018-11-11,,949,,4,4,,12,20,4,1,16,21,41,908,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,46,2018-11-12,2018-11-18,,799,,1,1,,3,5,1,0,13,14,19,780,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,47,2018-11-19,2018-11-25,,757,,2,1,,4,7,0,0,3,3,10,747,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,48,2018-11-26,2018-12-02,,581,,1,6,,1,8,1,0,0,1,9,572,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,49,2018-12-03,2018-12-09,,469,,0,0,,1,1,0,0,1,1,2,467,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,50,2018-12-10,2018-12-16,,445,,0,0,,0,0,0,0,0,0,0,445,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,51,2018-12-17,2018-12-23,,188,,0,0,,0,0,0,0,4,4,4,184,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,52,2018-12-24,2018-12-30,,65,,0,0,,0,0,0,0,0,0,0,65,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,1,2018-12-31,2019-01-06,,611,,1,6,,4,11,1,11,17,29,40,571,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,2,2019-01-07,2019-01-13,,692,,2,3,,2,7,0,0,0,0,7,685,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,3,2019-01-14,2019-01-20,,663,,1,0,,4,5,0,0,3,3,8,655,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,4,2019-01-21,2019-01-27,,751,,0,1,,4,5,0,0,1,1,6,745,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,5,2019-01-28,2019-02-03,,646,,2,2,,2,6,0,0,1,1,7,639,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,6,2019-02-04,2019-02-10,,759,,0,2,,5,7,0,0,1,1,8,751,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,7,2019-02-11,2019-02-17,,812,,0,4,,7,11,0,0,1,1,12,800,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,8,2019-02-18,2019-02-24,,726,,0,7,,6,13,0,0,0,0,13,713,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,9,2019-02-25,2019-03-03,,704,,0,2,,5,7,0,0,0,0,7,697,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,10,2019-03-04,2019-03-10,,635,,0,1,,7,8,0,0,2,2,10,625,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,11,2019-03-11,2019-03-17,,885,,0,2,,2,4,0,0,0,0,4,881,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,12,2019-03-18,2019-03-24,,1228,,3,3,,8,14,1,0,1,2,16,1212,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,13,2019-03-25,2019-03-31,,1440,,0,4,,12,16,0,0,0,0,16,1424,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,14,2019-04-01,2019-04-07,,1349,,1,5,,14,20,0,0,5,5,25,1324,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,15,2019-04-08,2019-04-14,,1396,,2,8,,13,23,0,0,0,0,23,1373,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,16,2019-04-15,2019-04-21,,1130,,4,5,,8,17,0,0,1,1,18,1112,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,17,2019-04-22,2019-04-28,,1585,,6,4,,20,30,0,0,0,0,30,1555,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,18,2019-04-29,2019-05-05,,1498,,1,8,,22,31,0,0,2,2,33,1465,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,19,2019-05-06,2019-05-12,,1810,,21,6,,31,58,0,0,0,0,58,1752,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,20,2019-05-13,2019-05-19,,2249,,26,21,,28,75,0,0,1,1,76,2173,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,21,2019-05-20,2019-05-26,,2773,,44,18,,58,120,0,0,2,2,122,2651,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,22,2019-05-27,2019-06-02,,3351,,51,38,,61,150,0,0,5,5,155,3196,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,23,2019-06-03,2019-06-09,,3839,,109,60,,85,254,0,0,5,5,259,3580,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,24,2019-06-10,2019-06-16,,4474,,171,70,,151,392,0,0,5,5,397,4077,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,25,2019-06-17,2019-06-23,,3983,,195,56,,162,413,0,0,7,7,420,3563,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,26,2019-06-24,2019-06-30,,4750,,220,64,,235,519,0,0,6,6,525,4225,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,27,2019-07-01,2019-07-07,,4801,,224,90,,252,566,0,0,14,14,580,4221,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,28,2019-07-08,2019-07-14,,4113,,176,98,,230,504,0,0,0,0,504,3609,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,29,2019-07-15,2019-07-21,,4719,,161,110,,232,503,0,0,10,10,513,4206,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,30,2019-07-22,2019-07-28,,3846,,81,103,,191,375,1,1,14,16,391,3455,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,31,2019-07-29,2019-08-04,,3499,,68,81,,121,270,0,1,4,5,275,3224,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,32,2019-08-05,2019-08-11,,3005,,54,75,,86,215,0,1,3,4,219,2786,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,33,2019-08-12,2019-08-18,,2850,,46,72,,105,223,0,5,7,12,235,2615,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,34,2019-08-19,2019-08-25,,2720,,40,89,,95,224,1,0,17,18,242,2478,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,35,2019-08-26,2019-09-01,,2654,,23,61,,68,152,1,5,19,25,177,2477,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,36,2019-09-02,2019-09-08,,2361,,14,56,,48,118,0,6,19,25,143,2218,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,37,2019-09-09,2019-09-15,,2130,,15,47,,42,104,2,10,15,27,131,1999,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,38,2019-09-16,2019-09-22,,2089,,8,35,,33,76,2,7,19,28,104,1985,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,39,2019-09-23,2019-09-29,,1969,,18,39,,39,96,3,7,12,22,118,1851,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,40,2019-09-30,2019-10-06,,1745,,15,32,,32,79,1,4,25,30,109,1636,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,41,2019-10-07,2019-10-13,,1604,,12,21,,19,52,4,9,18,31,83,1521,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,42,2019-10-14,2019-10-20,,1231,,2,2,,15,19,2,3,26,31,50,1181,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,43,2019-10-21,2019-10-27,,1272,,1,1,,21,23,2,2,32,36,59,1213,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,44,2019-10-28,2019-11-03,,1241,,0,2,,12,14,0,1,34,35,49,1192,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,45,2019-11-04,2019-11-10,,977,,1,1,,11,13,0,1,42,43,56,921,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,46,2019-11-11,2019-11-17,,899,,0,1,,8,9,0,2,39,41,50,849,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,47,2019-11-18,2019-11-24,,657,,0,0,,5,5,0,0,27,27,32,625,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,48,2019-11-25,2019-12-01,,407,,0,0,,5,5,0,0,14,14,19,388,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,49,2019-12-02,2019-12-08,,250,,0,0,,2,2,0,0,15,15,17,233,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,50,2019-12-09,2019-12-15,,222,,0,1,,0,1,0,1,12,13,14,208,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,51,2019-12-16,2019-12-22,,150,,0,0,,3,3,0,3,4,7,10,140,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2019,52,2019-12-23,2019-12-29,,52,,0,0,,1,1,0,0,1,1,2,50,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,1,2019-12-30,2020-01-05,,544,,0,0,,2,2,0,3,7,10,12,532,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,2,2020-01-06,2020-01-12,,609,,0,1,,0,1,0,1,9,10,11,598,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,3,2020-01-13,2020-01-19,,540,,2,0,,1,3,0,0,5,5,8,532,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,4,2020-01-20,2020-01-26,,527,,2,0,,1,3,0,1,3,4,7,520,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,5,2020-01-27,2020-02-02,,593,,1,0,,0,1,0,0,7,7,8,585,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,6,2020-02-03,2020-02-09,,562,,4,0,,2,6,0,0,7,7,13,549,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,7,2020-02-10,2020-02-16,,517,,0,0,,1,1,0,0,3,3,4,513,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,8,2020-02-17,2020-02-23,,485,,1,0,,0,1,0,0,3,3,4,481,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,9,2020-02-24,2020-03-01,,405,,6,0,,1,7,0,0,1,1,8,397,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,10,2020-03-02,2020-03-08,,475,,5,0,,9,14,0,1,13,14,28,447,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,11,2020-03-09,2020-03-15,,930,,7,2,,19,28,0,0,21,21,49,881,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,12,2020-03-16,2020-03-22,,1290,,7,1,,54,62,0,0,29,29,91,1199,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,13,2020-03-23,2020-03-29,,1688,,2,2,,72,76,0,0,18,18,94,1594,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,14,2020-03-30,2020-04-05,,1125,,0,0,,8,8,0,0,5,5,13,1112,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,15,2020-04-06,2020-04-12,,860,,1,0,,1,2,0,0,1,1,3,857,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,16,2020-04-13,2020-04-19,,810,,0,0,,1,1,0,0,1,1,2,808,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,17,2020-04-20,2020-04-26,,727,,0,0,,1,1,0,0,2,2,3,724,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,18,2020-04-27,2020-05-03,,538,,0,0,,5,5,0,0,1,1,6,532,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,19,2020-05-04,2020-05-10,,480,,0,0,,2,2,0,0,0,0,2,478,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,20,2020-05-11,2020-05-17,,562,,0,0,,1,1,0,0,1,1,2,560,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,21,2020-05-18,2020-05-24,,512,,0,0,,5,5,0,0,1,1,6,506,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,22,2020-05-25,2020-05-31,,510,,0,0,,0,0,0,0,1,1,1,509,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,23,2020-06-01,2020-06-07,,468,,0,0,,0,0,0,0,0,0,0,468,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,24,2020-06-08,2020-06-14,,558,,0,0,,0,0,0,0,0,0,0,558,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,25,2020-06-15,2020-06-21,,523,,0,0,,0,0,0,0,2,2,2,521,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,26,2020-06-22,2020-06-28,,455,,0,0,,0,0,0,0,0,0,0,455,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,27,2020-06-29,2020-07-05,,424,,0,0,,1,1,0,0,0,0,1,423,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,28,2020-07-06,2020-07-12,,318,,0,0,,0,0,0,0,1,1,1,317,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,29,2020-07-13,2020-07-19,,430,,0,0,,1,1,0,0,0,0,1,429,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,30,2020-07-20,2020-07-26,,420,,0,0,,0,0,0,0,0,0,0,420,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,31,2020-07-27,2020-08-02,,392,,0,0,,0,0,0,0,1,1,1,391,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,32,2020-08-03,2020-08-09,,325,,0,0,,0,0,0,0,0,0,0,325,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,33,2020-08-10,2020-08-16,,358,,0,0,,0,0,0,0,0,0,0,358,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,34,2020-08-17,2020-08-23,,249,,0,0,,0,0,0,0,0,0,0,249,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,35,2020-08-24,2020-08-30,,244,,0,0,,0,0,0,0,0,0,0,244,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,36,2020-08-31,2020-09-06,,268,,0,0,,2,2,0,0,2,2,4,264,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,37,2020-09-07,2020-09-13,,317,,0,0,,0,0,0,0,3,3,3,314,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,38,2020-09-14,2020-09-20,,397,,0,0,,0,0,0,0,0,0,0,397,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,39,2020-09-21,2020-09-27,,179,,0,0,,0,0,0,0,0,0,0,179,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,40,2020-09-28,2020-10-04,,155,,0,0,,0,0,0,1,0,1,1,154,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,41,2020-10-05,2020-10-11,,94,,0,0,,0,0,0,0,0,0,0,94,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,42,2020-10-12,2020-10-18,,109,,0,0,,0,0,0,0,0,0,0,109,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,43,2020-10-19,2020-10-25,,150,,0,0,,0,0,0,0,0,0,0,150,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,44,2020-10-26,2020-11-01,,92,,0,0,,0,0,0,0,0,0,0,92,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,45,2020-11-02,2020-11-08,,1,,0,0,,0,0,0,0,0,0,0,1,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,46,2020-11-09,2020-11-15,,0,,0,0,,0,0,0,0,0,0,0,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,47,2020-11-16,2020-11-22,,0,,0,0,,0,0,0,0,0,0,0,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,48,2020-11-23,2020-11-29,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,49,2020-11-30,2020-12-06,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,50,2020-12-07,2020-12-13,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,51,2020-12-14,2020-12-20,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,52,2020-12-21,2020-12-27,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2020,53,2020-12-28,2021-01-03,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,1,2021-01-04,2021-01-10,,135,,0,0,,0,0,0,0,0,0,0,135,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,2,2021-01-11,2021-01-17,,180,,0,0,,0,0,0,0,0,0,0,180,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,3,2021-01-18,2021-01-24,,180,,0,0,,0,0,0,0,0,0,0,180,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,4,2021-01-25,2021-01-31,,122,,0,0,,0,0,0,0,0,0,0,122,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,5,2021-02-01,2021-02-07,,133,,0,0,,0,0,0,0,0,0,0,133,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,6,2021-02-08,2021-02-14,,125,,0,0,,0,0,0,0,1,1,1,124,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,7,2021-02-15,2021-02-21,,139,,0,0,,0,0,0,0,0,0,0,139,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,8,2021-02-22,2021-02-28,,140,,0,0,,0,0,0,0,0,0,0,140,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,9,2021-03-01,2021-03-07,,171,,0,0,,0,0,0,0,0,0,0,171,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,10,2021-03-08,2021-03-14,,131,,0,0,,0,0,0,0,0,0,0,131,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,11,2021-03-15,2021-03-21,,215,,0,0,,0,0,0,0,0,0,0,215,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,12,2021-03-22,2021-03-28,,190,,0,0,,0,0,0,0,0,0,0,190,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,13,2021-03-29,2021-04-04,,51,,0,0,,0,0,0,0,0,0,0,51,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,14,2021-04-05,2021-04-11,,0,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2021,15,2021-04-12,2021-04-18,,0,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,1,2017-01-02,2017-01-08,,40,,11,,,,11,,,,,11,29,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,2,2017-01-09,2017-01-15,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,3,2017-01-16,2017-01-22,,14,,2,,,,2,,,1,1,3,11,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,4,2017-01-23,2017-01-29,,12,,1,,,,1,,,,,1,11,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,5,2017-01-30,2017-02-05,,19,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,6,2017-02-06,2017-02-12,,6,,1,,,,1,,,,,1,5,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,7,2017-02-13,2017-02-19,,5,,1,,,,1,,,,,1,4,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,8,2017-02-20,2017-02-26,,11,,2,,,,2,,,,,2,9,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,9,2017-02-27,2017-03-05,,13,,,,,,,,,2,2,2,11,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,10,2017-03-06,2017-03-12,,7,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,11,2017-03-13,2017-03-19,,6,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,12,2017-03-20,2017-03-26,,7,,3,,,,3,,,,,3,4,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,13,2017-03-27,2017-04-02,,6,,,,,,,,,1,1,1,5,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,14,2017-04-03,2017-04-09,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,15,2017-04-10,2017-04-16,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,16,2017-04-17,2017-04-23,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,17,2017-04-24,2017-04-30,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,18,2017-05-01,2017-05-07,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,19,2017-05-08,2017-05-14,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,20,2017-05-15,2017-05-21,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,21,2017-05-22,2017-05-28,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,22,2017-05-29,2017-06-04,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,23,2017-06-05,2017-06-11,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,24,2017-06-12,2017-06-18,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,25,2017-06-19,2017-06-25,,1,,,,,,,,,1,1,1,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,26,2017-06-26,2017-07-02,,6,,,,,,,,,1,1,1,5,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,27,2017-07-03,2017-07-09,,4,,,,,,,,,3,3,3,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,28,2017-07-10,2017-07-16,,6,,,,,,,,,5,5,5,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,29,2017-07-17,2017-07-23,,6,,,,,,,,,5,5,5,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,30,2017-07-24,2017-07-30,,2,,,,,,,,,1,1,1,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,31,2017-07-31,2017-08-06,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,32,2017-08-07,2017-08-13,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,33,2017-08-14,2017-08-20,,,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,34,2017-08-21,2017-08-27,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,35,2017-08-28,2017-09-03,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,36,2017-09-04,2017-09-10,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,37,2017-09-11,2017-09-17,,2,,1,,,,1,,,,,1,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,38,2017-09-18,2017-09-24,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,39,2017-09-25,2017-10-01,,2,,1,,,,1,,,,,1,1,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,40,2017-10-02,2017-10-08,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,41,2017-10-09,2017-10-15,,4,,2,,,,2,,,,,2,2,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,42,2017-10-16,2017-10-22,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,43,2017-10-23,2017-10-29,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,44,2017-10-30,2017-11-05,,1,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,45,2017-11-06,2017-11-12,,5,,1,,,,1,,,,,1,4,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,46,2017-11-13,2017-11-19,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,47,2017-11-20,2017-11-26,,9,,1,,,,1,,,,,1,8,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,48,2017-11-27,2017-12-03,,5,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,49,2017-12-04,2017-12-10,,8,,1,,,,1,,,,,1,7,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,50,2017-12-11,2017-12-17,,6,,3,,,,3,,,,,3,3,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,51,2017-12-18,2017-12-24,,4,,1,,,,1,,,,,1,3,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2017,52,2017-12-25,2017-12-31,,3,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,1,2018-01-01,2018-01-07,,5,,1,,,,1,,,2,2,3,2,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,2,2018-01-08,2018-01-14,,4,,1,,,,1,,,1,1,2,2,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,3,2018-01-15,2018-01-21,,2,,1,,,,1,,,1,1,2,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,4,2018-01-22,2018-01-28,,5,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,5,2018-01-29,2018-02-04,,10,,5,,,,5,,,2,2,7,3,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,6,2018-02-05,2018-02-11,,2,,,,,,,,,,,,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,7,2018-02-12,2018-02-18,,10,,6,,,,6,,,,,6,4,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,8,2018-02-19,2018-02-25,,6,,3,,,,3,,,1,1,4,2,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,9,2018-02-26,2018-03-04,,6,,,,,,,,,2,2,2,4,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,10,2018-03-05,2018-03-11,,,,,,,,,,,,,,,No Report
